Place of interest,Type of place,Place address,Distance from parking in mts,BiciPARK station,BiciPARK address,Spots available
Colegio Público de Educación Especial Fundación Goyeneche,Instalaciones accesibles NO municipales,Calle Arcos De Jalon 22,6564.59,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Palacio de Cristal,Instalaciones accesibles NO municipales,Paseo Republica De Cuba 4,6565.12,Bicipark Recuerdo,"Calle Hiedra, 26",13
Congreso de los Diputados,Instalaciones accesibles NO municipales,Plaza Cortes 1,6571.85,Bicipark Recuerdo,"Calle Hiedra, 26",13
"Oficina de Correos. Sucursal 99. Calle Pegaso, 24",Instalaciones accesibles NO municipales,Calle Pegaso 24,6584.15,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Instituto de Educación Secundaria (IES) Ciudad de Jaén,Instalaciones accesibles NO municipales,Camino Rio 5,6585.57,Bicipark Almagro,"Calle Almagro, 11",12
Colegio Público Martínez Montañés,Instalaciones accesibles NO municipales,Calle Hacienda De Pavones 223,6596.64,Bicipark Montalban,"Calle de Montalbán, 5",15
Intercambiador de transporte. Nuevos Ministerios,Instalaciones accesibles NO municipales,Calle Raimundo Fernandez Villaverde 69,6597.84,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Residencia para personas con discapacidad intelectual gravemente afectadas y centro de día Dos de Mayo,Instalaciones accesibles NO municipales,Calle Oña 1,6598.98,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Colegio Mayor Universitario San Agustín,Instalaciones accesibles NO municipales,Travesia Antonio Nebrija 4,6599.42,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Centro de Día Privado 'Florencia',Instalaciones accesibles NO municipales,Calle Florencia 24,6605.41,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Cine Cinesa Méndez Álvaro,Instalaciones accesibles NO municipales,Calle Acanto 2,6606.67,Bicipark Orense,"Avenida General Perón, 27",9
Tanatorio Sur de Madrid,Instalaciones accesibles NO municipales,Calle Ildefonso Gonzalez Valencia 1,6606.73,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Mayor Nuestra Señora de Guadalupe,Instalaciones accesibles NO municipales,Avenida Seneca 4,6608.15,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Parroquia San Jenaro,Instalaciones accesibles NO municipales,Calle Vital Aza 81,6609.31,Bicipark Orense,"Avenida General Perón, 27",9
Instituto de Educación Secundaria (IES) Gregorio Marañón,Instalaciones accesibles NO municipales,Avenida El Ferrol 43,6612.94,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 77. Calle Eduardo Barreiros,Instalaciones accesibles NO municipales,Calle Eduardo Barreiros 3 Y 5,6614.22,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Correos. Sucursal 53. Calle Conde de Peñalver,Instalaciones accesibles NO municipales,Calle Conde De Peñalver 19 Bis,6618.05,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Instituto de Educación Secundaria (IES) Manuel Fraga Iribarne,Instalaciones accesibles NO municipales,Avenida Niceto Alcala Zamora 54,6621.65,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Santo Domingo Savio,Instalaciones accesibles NO municipales,Calle Santo Domingo Savio 2,6622.13,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Jesús María. Calle Hermanos García Noblejas 68,Instalaciones accesibles NO municipales,Calle Hermanos Garcia Noblejas 68,6632.31,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 04. Calle General Ricardos,Instalaciones accesibles NO municipales,Calle General Ricardos 212,6636.43,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Público Jorge Guillén,Instalaciones accesibles NO municipales,Avenida El Ferrol 47,6637.98,Bicipark Montalban,"Calle de Montalbán, 5",15
Aparcamiento público de Metro de Madrid. Miguel Hernández,Instalaciones accesibles NO municipales,Avenida Albufera 270,6640.18,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Empleo Barrio del Pilar,Instalaciones accesibles NO municipales,Camino Ganapanes 33,6644.82,Bicipark Recoletos,"Paseo de Recoletos, 2",3
"Residencia, centro de día y centro ocupacional Götze",Instalaciones accesibles NO municipales,Carretera Castilla 5,6652.86,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Centro de donación de sangre de Cruz Roja,Instalaciones accesibles NO municipales,Calle Juan Montalvo 3,6653.31,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Oficina de Empleo Ciudad Lineal,Instalaciones accesibles NO municipales,Calle Miguel Yuste 21,6662.98,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Intercambiador de transporte. Méndez Álvaro - Estación Sur,Instalaciones accesibles NO municipales,Calle Mendez Alvaro 83,6667.31,Bicipark Orense,"Avenida General Perón, 27",9
Museo del Prado,Instalaciones accesibles NO municipales,Paseo Prado,6670.83,Bicipark Recuerdo,"Calle Hiedra, 26",13
Centro de rehabilitación y recuperación y residencia Medinaceli,Instalaciones accesibles NO municipales,Calle Ramirez Tome 38,6671.7,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Administración Fermín Caballero. AEAT,Instalaciones accesibles NO municipales,Calle Fermin Caballero 66,6675.55,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Estación Sur de Autobuses de Madrid,Instalaciones accesibles NO municipales,Calle Mendez Alvaro 83,6679.41,Bicipark Orense,"Avenida General Perón, 27",9
Intercambiador de transporte. Plaza Elíptica,Instalaciones accesibles NO municipales,Plaza Eliptica 3,6686.81,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Centro de enseñanza CESUR - Madrid II,Instalaciones accesibles NO municipales,Calle Albarracin 27,6691.32,Bicipark Recuerdo,"Calle Hiedra, 26",13
Instituto de Educación Secundaria (IES) Antonio Domínguez Ortiz,Instalaciones accesibles NO municipales,Calle Andaluces 36,6697.14,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Centro de atención e información de la Agencia de la Seguridad Social (CAISS) nº 5 Ciudad Lineal,Instalaciones accesibles NO municipales,Calle Miguel Fleta 3,6700.8,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 15. Calle Jacinto Verdaguer,Instalaciones accesibles NO municipales,Calle Jacinto Verdaguer 4,6701.31,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Empleo Nueva Numancia,Instalaciones accesibles NO municipales,Calle Francisco Iglesias 9,6703.05,Bicipark Orense,"Avenida General Perón, 27",9
Residencia y centro de día Carmen Sevilla,Instalaciones accesibles NO municipales,Calle Gabriel Montero 1,6703.26,Bicipark Montalban,"Calle de Montalbán, 5",15
Centro de día para mayores Saraiva,Instalaciones accesibles NO municipales,Calle Fundadores 10,6705.38,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Instalación Deportiva Canal de Isabel II,Instalaciones accesibles NO municipales,Avenida Filipinas 54,6707.79,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Oficina de Empleo Moratalaz,Instalaciones accesibles NO municipales,Calle Hacienda De Pavones 350,6712.37,Bicipark Montalban,"Calle de Montalbán, 5",15
Instituto de Educación Secundaria (IES) Barrio de Bilbao,Instalaciones accesibles NO municipales,Calle Villaescusa 20,6715.93,Bicipark Montalban,"Calle de Montalbán, 5",15
Instituto de Educación Secundaria (IES) Conde de Orgaz,Instalaciones accesibles NO municipales,Calle Napoles 56,6717.21,Bicipark Recoletos,"Paseo de Recoletos, 2",3
"Asociación esclerosis múltiple Madrid, centro de rehabilitación",Instalaciones accesibles NO municipales,Calle Sangenjo 36 Planta 1º,6726.77,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Cine Cinesa Manoteras,Instalaciones accesibles NO municipales,Avenida Manoteras 40,6729.22,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Colegio Mayor Universitario San Agustín,Instalaciones accesibles NO municipales,Travesia Antonio Nebrija 4,6729.71,Bicipark Recuerdo,"Calle Hiedra, 26",13
Consorcio Regional de Transportes Públicos Regulares de Madrid,Instalaciones accesibles NO municipales,Plaza Descubridor Diego De Ordas 3 Planta Baja,6732.33,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Oficina de Correos. Sucursal 72. Calle Santiago Alio,Instalaciones accesibles NO municipales,Calle Santiago Alio 10 A,6734.44,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Jesús María. Calle Hermanos García Noblejas 68,Instalaciones accesibles NO municipales,Calle Hermanos Garcia Noblejas 68,6739.73,Bicipark Almagro,"Calle Almagro, 11",12
Escuela Infantil Conde de Elda,Instalaciones accesibles NO municipales,Calle Ponferrada 16,6743.13,Bicipark Montalban,"Calle de Montalbán, 5",15
Círculo de Empresarios,Instalaciones accesibles NO municipales,Calle Marques De Villamagna 3 Planta 11,6744.22,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Intercambiador de transporte. Puerta del Sol,Instalaciones accesibles NO municipales,Intercambiador Puerta Del Sol,6746.82,Bicipark Recuerdo,"Calle Hiedra, 26",13
Fuente de San Isidro,Instalaciones accesibles NO municipales,Paseo Ermita Del Santo 72,6748.12,Bicipark Aviación,Parking Aviación Española,10
Ministerio de Sanidad. Oficina de información,Instalaciones accesibles NO municipales,Paseo Prado 18 Planta Baja (Esquina Con Calle Lope De Vega) - 20,6748.26,Bicipark Recuerdo,"Calle Hiedra, 26",13
Colegio Jesús María. Calle Hermanos García Noblejas 68,Instalaciones accesibles NO municipales,Calle Hermanos Garcia Noblejas 68,6749.71,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Tramitación de DNI y Pasaporte (Usera-Villaverde 1),Instalaciones accesibles NO municipales,Paseo Gigantes Y Cabezudos 30,6752.14,Bicipark Montalban,"Calle de Montalbán, 5",15
Instituto de Educación Secundaria (IES) Villaverde,Instalaciones accesibles NO municipales,Calle Alianza 20,6753.92,Bicipark Montalban,"Calle de Montalbán, 5",15
Centro de enseñanza CESUR - Madrid II,Instalaciones accesibles NO municipales,Calle Albarracin 27,6760.2,Bicipark Montalban,"Calle de Montalbán, 5",15
Centro de enseñanza CESUR - Madrid II,Instalaciones accesibles NO municipales,Calle Albarracin 27,6760.61,Bicipark Almagro,"Calle Almagro, 11",12
Biblioteca Pública Rafael Alberti (Fuencarral - El Pardo),Instalaciones accesibles NO municipales,Calle Sangenjo 38,6760.62,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Teatros del Canal,Instalaciones accesibles NO municipales,Calle Cea Bermudez 1,6762.22,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Instituto de Educación Secundaria (IES) Conde de Orgaz,Instalaciones accesibles NO municipales,Calle Napoles 56,6762.36,Bicipark Montalban,"Calle de Montalbán, 5",15
Centro de atención e información de la Agencia de la Seguridad Social (CAISS) nº 5 Ciudad Lineal,Instalaciones accesibles NO municipales,Calle Miguel Fleta 3,6767.66,Bicipark Almagro,"Calle Almagro, 11",12
Cine La Vaguada,Instalaciones accesibles NO municipales,Avenida Monforte De Lemos 36,6772.13,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 42. Centro Comercial La Vaguada,Instalaciones accesibles NO municipales,Avenida Monforte De Lemos 36,6772.13,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 37. Calle Marqués de Corbera,Instalaciones accesibles NO municipales,Avenida Marques De Corbera 27,6779.71,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Centro ocupacional y residencia Fundación ALAS Madrid,Instalaciones accesibles NO municipales,Calle Encomienda De Palacios 235,6782.4,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Instituto de Educación Secundaria (IES) Isaac Newton,Instalaciones accesibles NO municipales,Calle Joaquin Lorenzo 2,6783.74,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Colegio Mayor Santa Teresa de Jesús,Instalaciones accesibles NO municipales,Avenida Seneca 12,6788.68,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Instituto de Educación Secundaria (IES) Isaac Newton,Instalaciones accesibles NO municipales,Calle Joaquin Lorenzo 2,6790.32,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Biblioteca Pública Miguel Hernández (Puente de Vallecas),Instalaciones accesibles NO municipales,Avenida Rafael Alberti 36,6797.67,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Instituto de Educación Secundaria (IES) Juana de Castilla,Instalaciones accesibles NO municipales,Calle Valdebernardo 3,6798.67,Bicipark Montalban,"Calle de Montalbán, 5",15
Biblioteca del Senado,Instalaciones accesibles NO municipales,Calle Bailen 3,6800.69,Bicipark Recuerdo,"Calle Hiedra, 26",13
Instituto de Educación Secundaria (IES) Isaac Newton,Instalaciones accesibles NO municipales,Calle Joaquin Lorenzo 2,6805.72,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Correos. Sucursal 35. Hermanos García Noblejas,Instalaciones accesibles NO municipales,Calle Hermanos Garcia Noblejas 30,6806.59,Bicipark Orense,"Avenida General Perón, 27",9
Centro de día San Alfonso,Instalaciones accesibles NO municipales,Avenida Rafaela Ybarra 75 Planta Bajo,6809.36,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Correos. Sucursal 56. Calle Carlina,Instalaciones accesibles NO municipales,Calle Carlina 8,6810.06,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Centro de atención e información de la Agencia de la Seguridad Social (CAISS) nº 5 Ciudad Lineal,Instalaciones accesibles NO municipales,Calle Miguel Fleta 3,6810.39,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Colegio Santo Domingo Savio,Instalaciones accesibles NO municipales,Calle Santo Domingo Savio 2,6818.28,Bicipark Recuerdo,"Calle Hiedra, 26",13
Fuente de San Isidro,Instalaciones accesibles NO municipales,Paseo Ermita Del Santo 72,6821.33,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Público Martínez Montañés,Instalaciones accesibles NO municipales,Calle Hacienda De Pavones 223,6823.19,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 56. Calle Carlina,Instalaciones accesibles NO municipales,Calle Carlina 8,6830.49,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Santo Domingo Savio,Instalaciones accesibles NO municipales,Calle Santo Domingo Savio 2,6838.01,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Biblioteca Pública José Luis Sampedro (Chamberí),Instalaciones accesibles NO municipales,Calle Felipe El Hermoso 4,6838.58,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Oficina de Correos. Sucursal 54. Calle Cardenal Herrera Oria,Instalaciones accesibles NO municipales,Avenida Cardenal Herrera Oria 241,6841.47,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Residencia y centro de día Carmen Sevilla,Instalaciones accesibles NO municipales,Calle Gabriel Montero 1,6843.74,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Administración Fermín Caballero. AEAT,Instalaciones accesibles NO municipales,Calle Fermin Caballero 66,6844.17,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Centro de atención e información de la Agencia de la Seguridad Social (CAISS) nº 5 Ciudad Lineal,Instalaciones accesibles NO municipales,Calle Miguel Fleta 3,6844.31,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Colegio Jesús María. Calle Hermanos García Noblejas 68,Instalaciones accesibles NO municipales,Calle Hermanos Garcia Noblejas 68,6846.07,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Intercambiador de transporte. Moncloa,Instalaciones accesibles NO municipales,Calle Princesa 89,6846.3,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Yacimiento paleontológico. Estación de Metro Carpetana,Instalaciones accesibles NO municipales,Calle Via Carpetana 141,6848.72,Bicipark Almagro,"Calle Almagro, 11",12
Centro de enseñanza CESUR - Madrid II,Instalaciones accesibles NO municipales,Calle Albarracin 27,6856.68,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Colegio Scuola Materna Italiana de Madrid,Instalaciones accesibles NO municipales,Calle Agustin De Betancourt 1,6858.77,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Museo de Historia de la Comunidad Judía de Madrid,Instalaciones accesibles NO municipales,Calle Balmes 3,6859.05,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Oficina de Correos. Sucursal 52. Calle Monte Olivetti,Instalaciones accesibles NO municipales,Calle Monte Oliveti 29,6862.93,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Correos. Sucursal 51. Calle Virgen de Aránzazu,Instalaciones accesibles NO municipales,Calle Virgen De Aranzazu 31,6864.03,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Numen centro de atención integral,Instalaciones accesibles NO municipales,Calle Tabatinga 11 Planta Baja,6867.14,Bicipark Almagro,"Calle Almagro, 11",12
"Oficina de Correos. Sucursal 99. Calle Pegaso, 24",Instalaciones accesibles NO municipales,Calle Pegaso 24,6870.07,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Instituto de Educación Secundaria (IES) Barrio de Bilbao,Instalaciones accesibles NO municipales,Calle Villaescusa 20,6871.41,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Biblioteca del Centro de Estudios Políticos y Constitucionales,Instalaciones accesibles NO municipales,Plaza Marina Española 9,6871.52,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Empleo Usera,Instalaciones accesibles NO municipales,Calle Antonio Lopez 101,6871.81,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Correos. Sucursal 57. Plaza Movimiento Ciudadano,Instalaciones accesibles NO municipales,Plaza Movimiento Ciudadano 1,6875.49,Bicipark Almagro,"Calle Almagro, 11",12
Palacio Real de Madrid,Instalaciones accesibles NO municipales,Calle Bailen,6875.89,Bicipark Recuerdo,"Calle Hiedra, 26",13
Numen centro de atención integral,Instalaciones accesibles NO municipales,Calle Tabatinga 11 Planta Baja,6876.57,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Público Fontarrón,Instalaciones accesibles NO municipales,Calle Arroyo Fontarron 24,6877.47,Bicipark Montalban,"Calle de Montalbán, 5",15
Colegio Público Ciudad de Jaén,Instalaciones accesibles NO municipales,Calle Madre Rosa Blanco 3,6881.69,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Colegio Público Marqués de Suanzes,Instalaciones accesibles NO municipales,Avenida Veinticinco De Septiembre 1,6887.08,Bicipark Recuerdo,"Calle Hiedra, 26",13
